,city,max_temp,min_temp,weh,wind,sunny,overcast,rainy,cloudy,snowy,EW,WW,NW,SW,wind_level,year,month,day
2024-08-27,中山,34.0,27.0,阴,西南风 1级,False,True,False,False,False,False,True,False,True,True,2024.0,8.0,27.0
2024-08-28,中山,36.0,26.0,阴~中雨,西风 2级,False,True,True,False,False,False,True,False,False,True,2024.0,8.0,28.0
2024-08-29,中山,33.0,26.0,中雨~多云,东风 1级,False,False,True,True,False,True,False,False,False,True,2024.0,8.0,29.0
2024-08-30,中山,34.0,26.0,阴~雷阵雨,东南风 3级,False,True,True,False,False,True,False,False,True,True,2024.0,8.0,30.0
2024-08-31,中山,29.0,27.0,小雨,东风 2级,False,False,True,False,False,True,False,False,False,True,2024.0,8.0,31.0
2024-09-01,中山,34.0,26.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,1.0
2024-09-02,中山,35.0,27.0,阴~多云,东南风 1级,False,True,False,True,False,True,False,False,True,True,2024.0,9.0,2.0
2024-09-03,中山,34.0,26.0,多云,东北风 1级,False,False,False,True,False,True,False,True,False,True,2024.0,9.0,3.0
2024-09-04,中山,32.0,26.0,阴~阵雨,南风 1级,False,True,True,False,False,False,False,False,True,True,2024.0,9.0,4.0
2024-09-05,中山,32.0,26.0,阴~大雨,东北风 4级,False,True,True,False,False,True,False,True,False,True,2024.0,9.0,5.0
2024-09-06,中山,27.0,25.0,中雨~大雨,东北风 4级,False,False,True,False,False,True,False,True,False,True,2024.0,9.0,6.0
2024-09-07,中山,31.0,26.0,小雨~多云,东南风 4级,False,False,True,True,False,True,False,False,True,True,2024.0,9.0,7.0
2024-09-08,中山,28.0,26.0,小雨~阵雨,东南风 3级,False,False,True,False,False,True,False,False,True,True,2024.0,9.0,8.0
2024-09-09,中山,30.0,26.0,小雨~多云,东南风 2级,False,False,True,True,False,True,False,False,True,True,2024.0,9.0,9.0
2024-09-10,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-11,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-12,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-13,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-14,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-15,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-16,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-17,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-18,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-19,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-20,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-21,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-22,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-23,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-24,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-25,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-26,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-27,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-28,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-29,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-09-30,中山,32.0,25.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,9.0,10.0
2024-10-01,中山,31.0,21.0,阴~晴,北风 4级,True,True,False,False,False,False,False,True,False,True,2024.0,10.0,1.0
2024-10-02,中山,27.0,20.0,多云~晴,北风 4级,True,False,False,True,False,False,False,True,False,True,2024.0,10.0,2.0
2024-10-03,中山,27.0,19.0,晴,北风 4级,True,False,False,False,False,False,False,True,False,True,2024.0,10.0,3.0
2024-10-04,中山,27.0,21.0,阴~多云,东北风 3级,False,True,False,True,False,True,False,True,False,True,2024.0,10.0,4.0
2024-10-05,中山,29.0,23.0,多云~晴,东北风 2级,True,False,False,True,False,True,False,True,False,True,2024.0,10.0,5.0
2024-10-06,中山,31.0,25.0,阴~晴,东北风 2级,True,True,False,False,False,True,False,True,False,True,2024.0,10.0,6.0
2024-10-07,中山,31.0,24.0,晴,北风 3级,True,False,False,False,False,False,False,True,False,True,2024.0,10.0,7.0
2024-10-08,中山,29.0,23.0,晴,东北风 3级,True,False,False,False,False,True,False,True,False,True,2024.0,10.0,8.0
2024-10-09,中山,29.0,23.0,晴~多云,东北风 2级,True,False,False,True,False,True,False,True,False,True,2024.0,10.0,9.0
2024-10-10,中山,29.0,23.0,阴~多云,东北风 2级,False,True,False,True,False,True,False,True,False,True,2024.0,10.0,10.0
2024-10-11,中山,29.0,24.0,阴~多云,东风 2级,False,True,False,True,False,True,False,False,False,True,2024.0,10.0,11.0
2024-10-12,中山,30.0,24.0,阴~多云,东南风 2级,False,True,False,True,False,True,False,False,True,True,2024.0,10.0,12.0
2024-10-13,中山,31.0,24.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,10.0,13.0
2024-10-14,中山,32.0,25.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2024.0,10.0,14.0
2024-10-15,中山,32.0,24.0,阴~多云,东南风 2级,False,True,False,True,False,True,False,False,True,True,2024.0,10.0,15.0
2024-10-16,中山,32.0,24.0,阴~多云,东南风 3级,False,True,False,True,False,True,False,False,True,True,2024.0,10.0,16.0
2024-10-17,中山,30.0,24.0,阴~中雨,东南风 3级,False,True,True,False,False,True,False,False,True,True,2024.0,10.0,17.0
2024-10-18,中山,30.0,25.0,小雨~阴,东南风 2级,False,True,True,False,False,True,False,False,True,True,2024.0,10.0,18.0
2024-10-19,中山,33.0,25.0,雾~阵雨,东北风 1级,False,False,True,False,False,True,False,True,False,True,2024.0,10.0,19.0
2024-10-20,中山,31.0,24.0,阴~多云,东北风 2级,False,True,False,True,False,True,False,True,False,True,2024.0,10.0,20.0
2024-10-21,中山,30.0,23.0,阴~多云,东北风 2级,False,True,False,True,False,True,False,True,False,True,2024.0,10.0,21.0
2024-10-22,中山,30.0,22.0,多云,北风 3级,False,False,False,True,False,False,False,True,False,True,2024.0,10.0,22.0
2024-10-23,中山,26.0,20.0,多云,北风 4级,False,False,False,True,False,False,False,True,False,True,2024.0,10.0,23.0
2024-10-24,中山,26.0,20.0,晴~多云,北风 4级,True,False,False,True,False,False,False,True,False,True,2024.0,10.0,24.0
2024-10-25,中山,27.0,22.0,多云,北风 4级,False,False,False,True,False,False,False,True,False,True,2024.0,10.0,25.0
2024-10-26,中山,25.0,24.0,阴~阵雨,东北风 4级,False,True,True,False,False,True,False,True,False,True,2024.0,10.0,26.0
2024-10-27,中山,27.0,22.0,阴~多云,东北风 3级,False,True,False,True,False,True,False,True,False,True,2024.0,10.0,27.0
2024-10-28,中山,25.0,22.0,阴~多云,东北风 3级,False,True,False,True,False,True,False,True,False,True,2024.0,10.0,28.0
2024-10-29,中山,26.0,21.0,阴~多云,北风 3级,False,True,False,True,False,False,False,True,False,True,2024.0,10.0,29.0
2024-10-30,中山,28.0,20.0,多云,北风 3级,False,False,False,True,False,False,False,True,False,True,2024.0,10.0,30.0
2024-10-31,中山,28.0,21.0,阴,西北风 3级,False,True,False,False,False,False,True,True,False,True,2024.0,10.0,31.0
2024-11-01,中山,28.0,21.0,晴~多云,北风 4级,True,False,False,True,False,False,False,True,False,True,2024.0,11.0,1.0
2024-11-02,中山,25.0,22.0,多云,东北风 3级,False,False,False,True,False,True,False,True,False,True,2024.0,11.0,2.0
2024-11-03,中山,26.0,22.0,阴~多云,东北风 2级,False,True,False,True,False,True,False,True,False,True,2024.0,11.0,3.0
2024-11-04,中山,28.0,21.0,阴,东北风 2级,False,True,False,False,False,True,False,True,False,True,2024.0,11.0,4.0
2024-11-05,中山,27.0,21.0,阴~多云,东北风 3级,False,True,False,True,False,True,False,True,False,True,2024.0,11.0,5.0
2024-11-06,中山,26.0,19.0,多云~晴,东北风 3级,True,False,False,True,False,True,False,True,False,True,2024.0,11.0,6.0
2024-11-07,中山,25.0,17.0,晴~多云,东北风 3级,True,False,False,True,False,True,False,True,False,True,2024.0,11.0,7.0
2024-11-08,中山,25.0,19.0,晴~多云,东北风 3级,True,False,False,True,False,True,False,True,False,True,2024.0,11.0,8.0
2024-11-09,中山,28.0,22.0,阴~小雨,东北风 3级,False,True,True,False,False,True,False,True,False,True,2024.0,11.0,9.0
2024-11-10,中山,25.0,21.0,阴,东北风 3级,False,True,False,False,False,True,False,True,False,True,2024.0,11.0,10.0
2024-11-11,中山,28.0,22.0,阴~多云,东北风 2级,False,True,False,True,False,True,False,True,False,True,2024.0,11.0,11.0
2024-11-12,中山,29.0,22.0,晴,西南风 1级,True,False,False,False,False,False,True,False,True,True,2024.0,11.0,12.0
2024-11-13,中山,28.0,23.0,阴,西南风 2级,False,True,False,False,False,False,True,False,True,True,2024.0,11.0,13.0
2024-11-14,中山,25.0,23.0,阴转小雨,东北风 3级,False,True,True,False,False,True,False,True,False,True,2024.0,11.0,14.0
2024-11-15,中山,25.0,23.0,小雨,东北风 3级,False,False,True,False,False,True,False,True,False,True,2024.0,11.0,15.0
2024-11-16,中山,26.0,23.0,小雨转多云,西北风 2级,False,False,True,True,False,False,True,True,False,True,2024.0,11.0,16.0
2024-11-17,中山,26.0,23.0,小雨,东北风 2级,False,False,True,False,False,True,False,True,False,True,2024.0,11.0,17.0
2024-11-18,中山,25.0,22.0,晴,北风 3级,True,False,False,False,False,False,False,True,False,True,2024.0,11.0,18.0
2024-11-19,中山,21.0,17.0,阴转小雨,北风 4级,False,True,True,False,False,False,False,True,False,True,2024.0,11.0,19.0
2024-11-20,中山,17.0,15.0,中雨,北风 3级,False,False,True,False,False,False,False,True,False,True,2024.0,11.0,20.0
2024-11-21,中山,20.0,15.0,阴,北风 3级,False,True,False,False,False,False,False,True,False,True,2024.0,11.0,21.0
2024-11-22,中山,20.0,16.0,阴,北风 3级,False,True,False,False,False,False,False,True,False,True,2024.0,11.0,22.0
2024-11-23,中山,20.0,16.0,阴,北风 3级,False,True,False,False,False,False,False,True,False,True,2024.0,11.0,23.0
2024-11-24,中山,20.0,17.0,阴转小雨,东北风 2级,False,True,True,False,False,True,False,True,False,True,2024.0,11.0,24.0
2024-11-25,中山,22.0,17.0,小雨,东北风 2级,False,False,True,False,False,True,False,True,False,True,2024.0,11.0,25.0
2024-11-26,中山,21.0,16.0,多云,北风 4级,False,False,False,True,False,False,False,True,False,True,2024.0,11.0,26.0
2024-11-27,中山,20.0,14.0,多云,北风 3级,False,False,False,True,False,False,False,True,False,True,2024.0,11.0,27.0
2024-11-28,中山,20.0,15.0,多云,北风 3级,False,False,False,True,False,False,False,True,False,True,2024.0,11.0,28.0
2024-11-29,中山,21.0,14.0,晴,北风 2级,True,False,False,False,False,False,False,True,False,True,2024.0,11.0,29.0
2024-11-30,中山,21.0,14.0,多云,东北风 2级,False,False,False,True,False,True,False,True,False,True,2024.0,11.0,30.0
2024-12-01,中山,23.0,15.0,多云,南风 1级,False,False,False,True,False,False,False,False,True,True,2024.0,12.0,1.0
2024-12-02,中山,24.0,16.0,晴,西北风 0级,True,False,False,False,False,False,True,True,False,False,2024.0,12.0,2.0
2024-12-03,中山,24.0,17.0,晴,东南风 2级,True,False,False,False,False,True,False,False,True,True,2024.0,12.0,3.0
2024-12-04,中山,26.0,18.0,晴,东南风 3级,True,False,False,False,False,True,False,False,True,True,2024.0,12.0,4.0
2024-12-05,中山,25.0,16.0,多云,北风 2级,False,False,False,True,False,False,False,True,False,True,2024.0,12.0,5.0
2024-12-06,中山,22.0,16.0,晴,东风 2级,True,False,False,False,False,True,False,False,False,True,2024.0,12.0,6.0
2024-12-07,中山,24.0,17.0,晴,东北风 4级,True,False,False,False,False,True,False,True,False,True,2024.0,12.0,7.0
2024-12-08,中山,19.0,14.0,晴,东风 3级,True,False,False,False,False,True,False,False,False,True,2024.0,12.0,8.0
2024-12-09,中山,19.0,15.0,阴,东北风 3级,False,True,False,False,False,True,False,True,False,True,2024.0,12.0,9.0
2024-12-10,中山,24.0,16.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,12.0,10.0
2024-12-11,中山,24.0,16.0,阴,北风 2级,False,True,False,False,False,False,False,True,False,True,2024.0,12.0,11.0
2024-12-12,中山,19.0,14.0,晴,北风 3级,True,False,False,False,False,False,False,True,False,True,2024.0,12.0,12.0
2024-12-13,中山,17.0,14.0,阴,北风 3级,False,True,False,False,False,False,False,True,False,True,2024.0,12.0,13.0
2024-12-14,中山,15.0,12.0,阴,北风 4级,False,True,False,False,False,False,False,True,False,True,2024.0,12.0,14.0
2024-12-15,中山,14.0,10.0,阴,北风 3级,False,True,False,False,False,False,False,True,False,True,2024.0,12.0,15.0
2024-12-16,中山,17.0,12.0,阴,北风 3级,False,True,False,False,False,False,False,True,False,True,2024.0,12.0,16.0
2024-12-17,中山,20.0,12.0,晴,西风 1级,True,False,False,False,False,False,True,False,False,True,2024.0,12.0,17.0
2024-12-18,中山,20.0,15.0,多云,北风 2级,False,False,False,True,False,False,False,True,False,True,2024.0,12.0,18.0
2024-12-19,中山,19.0,12.0,晴,东北风 3级,True,False,False,False,False,True,False,True,False,True,2024.0,12.0,19.0
2024-12-20,中山,16.0,9.0,晴,北风 3级,True,False,False,False,False,False,False,True,False,True,2024.0,12.0,20.0
2024-12-21,中山,18.0,11.0,晴,北风 1级,True,False,False,False,False,False,False,True,False,True,2024.0,12.0,21.0
2024-12-22,中山,16.0,10.0,晴,北风 3级,True,False,False,False,False,False,False,True,False,True,2024.0,12.0,22.0
2024-12-23,中山,17.0,13.0,雾,北风 2级,False,False,False,False,False,False,False,True,False,True,2024.0,12.0,23.0
2024-12-24,中山,19.0,13.0,多云,北风 3级,False,False,False,True,False,False,False,True,False,True,2024.0,12.0,24.0
2024-12-25,中山,17.0,14.0,阴转小雨,北风 3级,False,True,True,False,False,False,False,True,False,True,2024.0,12.0,25.0
2024-12-26,中山,20.0,16.0,阴,北风 3级,False,True,False,False,False,False,False,True,False,True,2024.0,12.0,26.0
2024-12-27,中山,21.0,16.0,多云,北风 2级,False,False,False,True,False,False,False,True,False,True,2024.0,12.0,27.0
2024-12-28,中山,17.0,14.0,阴,北风 4级,False,True,False,False,False,False,False,True,False,True,2024.0,12.0,28.0
2024-12-29,中山,18.0,10.0,晴,东北风 3级,True,False,False,False,False,True,False,True,False,True,2024.0,12.0,29.0
2024-12-30,中山,20.0,12.0,晴,东北风 1级,True,False,False,False,False,True,False,True,False,True,2024.0,12.0,30.0
2024-12-31,中山,23.0,15.0,晴,东北风 1级,True,False,False,False,False,True,False,True,False,True,2024.0,12.0,31.0
2025-01-01,中山,22.0,16.0,晴,东南风 1级,True,False,False,False,False,True,False,False,True,True,2025.0,1.0,1.0
2025-01-02,中山,21.0,14.0,晴,东风 1级,True,False,False,False,False,True,False,False,False,True,2025.0,1.0,2.0
2025-01-03,中山,20.0,11.0,晴,东南风 2级,True,False,False,False,False,True,False,False,True,True,2025.0,1.0,3.0
2025-01-04,中山,22.0,14.0,阴,南风 2级,False,True,False,False,False,False,False,False,True,True,2025.0,1.0,4.0
2025-01-05,中山,20.0,12.0,晴,北风 2级,True,False,False,False,False,False,False,True,False,True,2025.0,1.0,5.0
2025-01-06,中山,21.0,14.0,晴,东北风 3级,True,False,False,False,False,True,False,True,False,True,2025.0,1.0,6.0
2025-01-07,中山,21.0,14.0,晴,东南风 3级,True,False,False,False,False,True,False,False,True,True,2025.0,1.0,7.0
2025-01-08,中山,21.0,16.0,多云,东北风 2级,False,False,False,True,False,True,False,True,False,True,2025.0,1.0,8.0
2025-01-09,中山,20.0,15.0,晴,东北风 3级,True,False,False,False,False,True,False,True,False,True,2025.0,1.0,9.0
2025-01-10,中山,16.0,11.0,晴,北风 4级,True,False,False,False,False,False,False,True,False,True,2025.0,1.0,10.0
2025-01-11,中山,15.0,9.0,晴,北风 4级,True,False,False,False,False,False,False,True,False,True,2025.0,1.0,11.0
2025-01-12,中山,18.0,9.0,晴,东北风 3级,True,False,False,False,False,True,False,True,False,True,2025.0,1.0,12.0
2025-01-13,中山,21.0,12.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,1.0,13.0
2025-01-14,中山,20.0,16.0,阴,东北风 2级,False,True,False,False,False,True,False,True,False,True,2025.0,1.0,14.0
2025-01-15,中山,23.0,17.0,晴,东北风 4级,True,False,False,False,False,True,False,True,False,True,2025.0,1.0,15.0
2025-01-16,中山,20.0,13.0,晴,东北风 3级,True,False,False,False,False,True,False,True,False,True,2025.0,1.0,16.0
2025-01-17,中山,19.0,13.0,晴,东南风 3级,True,False,False,False,False,True,False,False,True,True,2025.0,1.0,17.0
2025-01-18,中山,22.0,13.0,晴,东北风 2级,True,False,False,False,False,True,False,True,False,True,2025.0,1.0,18.0
2025-01-19,中山,23.0,14.0,晴,东北风 3级,True,False,False,False,False,True,False,True,False,True,2025.0,1.0,19.0
2025-01-20,中山,23.0,15.0,晴,东南风 3级,True,False,False,False,False,True,False,False,True,True,2025.0,1.0,20.0
2025-01-21,中山,23.0,15.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,1.0,21.0
2025-01-22,中山,20.0,17.0,小雨,东南风 2级,False,False,True,False,False,True,False,False,True,True,2025.0,1.0,22.0
2025-01-23,中山,21.0,18.0,阴,东南风 2级,False,True,False,False,False,True,False,False,True,True,2025.0,1.0,23.0
2025-01-24,中山,23.0,17.0,晴,东南风 4级,True,False,False,False,False,True,False,False,True,True,2025.0,1.0,24.0
2025-01-25,中山,23.0,16.0,晴,东南风 3级,True,False,False,False,False,True,False,False,True,True,2025.0,1.0,25.0
2025-01-26,中山,18.0,11.0,小雨,北风 5级,False,False,True,False,False,False,False,True,False,True,2025.0,1.0,26.0
2025-01-27,中山,19.0,9.0,多云,东北风 4级,False,False,False,True,False,True,False,True,False,True,2025.0,1.0,27.0
2025-01-28,中山,19.0,12.0,多云,东北风 3级,False,False,False,True,False,True,False,True,False,True,2025.0,1.0,28.0
2025-01-29,中山,21.0,14.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,1.0,29.0
2025-01-30,中山,21.0,15.0,多云,东南风 4级,False,False,False,True,False,True,False,False,True,True,2025.0,1.0,30.0
2025-01-31,中山,24.0,16.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,1.0,31.0
2025-02-01,中山,25.0,19.0,阴,东南风 3级,False,True,False,False,False,True,False,False,True,True,2025.0,2.0,1.0
2025-02-02,中山,24.0,18.0,阴,东南风 3级,False,True,False,False,False,True,False,False,True,True,2025.0,2.0,2.0
2025-02-03,中山,18.0,13.0,阴,北风 4级,False,True,False,False,False,False,False,True,False,True,2025.0,2.0,3.0
2025-02-04,中山,18.0,11.0,多云,东北风 4级,False,False,False,True,False,True,False,True,False,True,2025.0,2.0,4.0
2025-02-05,中山,19.0,13.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2025.0,2.0,5.0
2025-02-06,中山,21.0,15.0,阴,北风 3级,False,True,False,False,False,False,False,True,False,True,2025.0,2.0,6.0
2025-02-07,中山,18.0,9.0,阴,北风 4级,False,True,False,False,False,False,False,True,False,True,2025.0,2.0,7.0
2025-02-08,中山,17.0,11.0,多云,北风 4级,False,False,False,True,False,False,False,True,False,True,2025.0,2.0,8.0
2025-02-09,中山,18.0,12.0,多云,东北风 3级,False,False,False,True,False,True,False,True,False,True,2025.0,2.0,9.0
2025-02-10,中山,22.0,13.0,晴,东南风 3级,True,False,False,False,False,True,False,False,True,True,2025.0,2.0,10.0
2025-02-11,中山,25.0,15.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,2.0,11.0
2025-02-12,中山,21.0,18.0,小雨,北风 2级,False,False,True,False,False,False,False,True,False,True,2025.0,2.0,12.0
2025-02-13,中山,23.0,16.0,晴,北风 3级,True,False,False,False,False,False,False,True,False,True,2025.0,2.0,13.0
2025-02-14,中山,20.0,16.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,2.0,14.0
2025-02-15,中山,26.0,16.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,2.0,15.0
2025-02-16,中山,26.0,19.0,晴,北风 3级,True,False,False,False,False,False,False,True,False,True,2025.0,2.0,16.0
2025-02-17,中山,25.0,18.0,多云,东南风 4级,False,False,False,True,False,True,False,False,True,True,2025.0,2.0,17.0
2025-02-18,中山,24.0,17.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,2.0,18.0
2025-02-19,中山,23.0,17.0,多云,东南风 4级,False,False,False,True,False,True,False,False,True,True,2025.0,2.0,19.0
2025-02-20,中山,25.0,17.0,多云,东南风 4级,False,False,False,True,False,True,False,False,True,True,2025.0,2.0,20.0
2025-02-21,中山,21.0,17.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,2.0,21.0
2025-02-22,中山,21.0,16.0,阴,东南风 2级,False,True,False,False,False,True,False,False,True,True,2025.0,2.0,22.0
2025-02-23,中山,19.0,17.0,阴,北风 4级,False,True,False,False,False,False,False,True,False,True,2025.0,2.0,23.0
2025-02-24,中山,20.0,13.0,多云,北风 4级,False,False,False,True,False,False,False,True,False,True,2025.0,2.0,24.0
2025-02-25,中山,20.0,15.0,小雨,东南风 3级,False,False,True,False,False,True,False,False,True,True,2025.0,2.0,25.0
2025-02-26,中山,22.0,16.0,小雨,东南风 3级,False,False,True,False,False,True,False,False,True,True,2025.0,2.0,26.0
2025-02-27,中山,26.0,17.0,多云,东南风 4级,False,False,False,True,False,True,False,False,True,True,2025.0,2.0,27.0
2025-02-28,中山,26.0,18.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,2.0,28.0
2025-03-01,中山,27.0,19.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,3.0,1.0
2025-03-02,中山,28.0,21.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,3.0,2.0
2025-03-03,中山,31.0,21.0,多云,南风 4级,False,False,False,True,False,False,False,False,True,True,2025.0,3.0,3.0
2025-03-04,中山,29.0,22.0,小雨,南风 3级,False,False,True,False,False,False,False,False,True,True,2025.0,3.0,4.0
2025-03-05,中山,22.0,18.0,小雨,北风 3级,False,False,True,False,False,False,False,True,False,True,2025.0,3.0,5.0
2025-03-06,中山,17.0,13.0,小雨,北风 4级,False,False,True,False,False,False,False,True,False,True,2025.0,3.0,6.0
2025-03-07,中山,15.0,12.0,小雨,北风 4级,False,False,True,False,False,False,False,True,False,True,2025.0,3.0,7.0
2025-03-08,中山,20.0,14.0,阴,北风 3级,False,True,False,False,False,False,False,True,False,True,2025.0,3.0,8.0
2025-03-09,中山,26.0,18.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,3.0,9.0
2025-03-10,中山,27.0,20.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,3.0,10.0
2025-03-11,中山,27.0,20.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,3.0,11.0
2025-03-12,中山,27.0,22.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,3.0,12.0
2025-03-13,中山,31.0,22.0,小雨,南风 3级,False,False,True,False,False,False,False,False,True,True,2025.0,3.0,13.0
2025-03-14,中山,26.0,22.0,阴,东南风 3级,False,True,False,False,False,True,False,False,True,True,2025.0,3.0,14.0
2025-03-15,中山,27.0,18.0,小雨,北风 4级,False,False,True,False,False,False,False,True,False,True,2025.0,3.0,15.0
2025-03-16,中山,20.0,14.0,多云,北风 4级,False,False,False,True,False,False,False,True,False,True,2025.0,3.0,16.0
2025-03-17,中山,18.0,15.0,多云,东北风 4级,False,False,False,True,False,True,False,True,False,True,2025.0,3.0,17.0
2025-03-18,中山,21.0,15.0,多云,东北风 4级,False,False,False,True,False,True,False,True,False,True,2025.0,3.0,18.0
2025-03-19,中山,24.0,17.0,多云,东北风 3级,False,False,False,True,False,True,False,True,False,True,2025.0,3.0,19.0
2025-03-20,中山,25.0,16.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,3.0,20.0
2025-03-21,中山,27.0,17.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2025.0,3.0,21.0
2025-03-22,中山,29.0,20.0,多云,南风 3级,False,False,False,True,False,False,False,False,True,True,2025.0,3.0,22.0
2025-03-23,中山,30.0,19.0,晴,南风 4级,True,False,False,False,False,False,False,False,True,True,2025.0,3.0,23.0
2025-03-24,中山,32.0,21.0,晴,南风 3级,True,False,False,False,False,False,False,False,True,True,2025.0,3.0,24.0
2025-03-25,中山,33.0,21.0,晴,南风 4级,True,False,False,False,False,False,False,False,True,True,2025.0,3.0,25.0
