,city,max_temp,min_temp,weh,wind,sunny,overcast,rainy,cloudy,snowy,EW,WW,NW,SW,wind_level,year,month,day
2024-01-22,中山,12.0,5.0,阴~小雨,北风 4级,False,True,True,False,False,False,False,True,False,True,2024.0,1.0,22.0
2024-01-23,中山,7.0,3.0,小雨~阴,北风 4级,False,True,True,False,False,False,False,True,False,True,2024.0,1.0,23.0
2024-01-24,中山,7.0,5.0,晴~多云,北风 3级,True,False,False,True,False,False,False,True,False,True,2024.0,1.0,24.0
2024-01-25,中山,12.0,7.0,晴~阴,北风 3级,True,True,False,False,False,False,False,True,False,True,2024.0,1.0,25.0
2024-01-26,中山,13.0,10.0,多云~阴,北风 2级,False,True,False,True,False,False,False,True,False,True,2024.0,1.0,26.0
2024-01-27,中山,12.0,9.0,阴~小雨,北风 3级,False,True,True,False,False,False,False,True,False,True,2024.0,1.0,27.0
2024-01-28,中山,11.0,10.0,阴,北风 3级,False,True,False,False,False,False,False,True,False,True,2024.0,1.0,28.0
2024-01-29,中山,15.0,13.0,阴,东北风 2级,False,True,False,False,False,True,False,True,False,True,2024.0,1.0,29.0
2024-01-30,中山,20.0,16.0,阴~小雨,东风 1级,False,True,True,False,False,True,False,False,False,True,2024.0,1.0,30.0
2024-01-31,中山,24.0,20.0,雾~阴,东南风 2级,False,True,False,False,False,True,False,False,True,True,2024.0,1.0,31.0
2024-02-01,中山,25.0,20.0,雾~多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,2.0,1.0
2024-02-02,中山,27.0,20.0,阴~多云,东南风 3级,False,True,False,True,False,True,False,False,True,True,2024.0,2.0,2.0
2024-02-03,中山,22.0,19.0,阴,东南风 2级,False,True,False,False,False,True,False,False,True,True,2024.0,2.0,3.0
2024-02-04,中山,23.0,15.0,阴~阵雨,东南风 2级,False,True,True,False,False,True,False,False,True,True,2024.0,2.0,4.0
2024-02-05,中山,18.0,14.0,雾~多云,东北风 2级,False,False,False,True,False,True,False,True,False,True,2024.0,2.0,5.0
2024-02-06,中山,21.0,17.0,阴~阵雨,东南风 2级,False,True,True,False,False,True,False,False,True,True,2024.0,2.0,6.0
2024-02-07,中山,11.0,8.0,小雨,西北风 3级,False,False,True,False,False,False,True,True,False,True,2024.0,2.0,7.0
2024-02-08,中山,8.0,7.0,小雨,北风 3级,False,False,True,False,False,False,False,True,False,True,2024.0,2.0,8.0
2024-02-09,中山,10.0,8.0,小雨~阴,北风 3级,False,True,True,False,False,False,False,True,False,True,2024.0,2.0,9.0
2024-02-10,中山,18.0,8.0,多云~晴,北风 3级,True,False,False,True,False,False,False,True,False,True,2024.0,2.0,10.0
2024-02-11,中山,22.0,12.0,晴,东北风 2级,True,False,False,False,False,True,False,True,False,True,2024.0,2.0,11.0
2024-02-12,中山,23.0,14.0,阴~晴,东南风 3级,True,True,False,False,False,True,False,False,True,True,2024.0,2.0,12.0
2024-02-13,中山,23.0,15.0,阴~晴,东南风 3级,True,True,False,False,False,True,False,False,True,True,2024.0,2.0,13.0
2024-02-14,中山,25.0,16.0,阴~多云,东南风 2级,False,True,False,True,False,True,False,False,True,True,2024.0,2.0,14.0
2024-02-15,中山,27.0,15.0,阴~多云,东北风 1级,False,True,False,True,False,True,False,True,False,True,2024.0,2.0,15.0
2024-02-16,中山,25.0,14.0,阴~多云,东北风 1级,False,True,False,True,False,True,False,True,False,True,2024.0,2.0,16.0
2024-02-17,中山,23.0,19.0,阴~多云,东南风 3级,False,True,False,True,False,True,False,False,True,True,2024.0,2.0,17.0
2024-02-18,中山,26.0,19.0,阴~多云,东南风 4级,False,True,False,True,False,True,False,False,True,True,2024.0,2.0,18.0
2024-02-19,中山,27.0,21.0,阴~多云,南风 3级,False,True,False,True,False,False,False,False,True,True,2024.0,2.0,19.0
2024-02-20,中山,28.0,21.0,阴~多云,东南风 4级,False,True,False,True,False,True,False,False,True,True,2024.0,2.0,20.0
2024-02-21,中山,28.0,22.0,阴,南风 4级,False,True,False,False,False,False,False,False,True,True,2024.0,2.0,21.0
2024-02-22,中山,29.0,15.0,阴,东南风 3级,False,True,False,False,False,True,False,False,True,True,2024.0,2.0,22.0
2024-02-23,中山,16.0,14.0,阴,北风 3级,False,True,False,False,False,False,False,True,False,True,2024.0,2.0,23.0
2024-02-24,中山,15.0,11.0,阴~多云,北风 3级,False,True,False,True,False,False,False,True,False,True,2024.0,2.0,24.0
2024-02-25,中山,12.0,9.0,阴~多云,北风 3级,False,True,False,True,False,False,False,True,False,True,2024.0,2.0,25.0
2024-02-26,中山,16.0,10.0,阴~多云,北风 3级,False,True,False,True,False,False,False,True,False,True,2024.0,2.0,26.0
2024-02-27,中山,14.0,11.0,阴,北风 3级,False,True,False,False,False,False,False,True,False,True,2024.0,2.0,27.0
2024-02-28,中山,14.0,11.0,阴,东北风 2级,False,True,False,False,False,True,False,True,False,True,2024.0,2.0,28.0
2024-02-29,中山,16.0,7.0,阴~多云,西北风 3级,False,True,False,True,False,False,True,True,False,True,2024.0,2.0,29.0
2024-03-01,中山,9.0,7.0,小雨,北风 4级,False,False,True,False,False,False,False,True,False,True,2024.0,3.0,1.0
2024-03-02,中山,10.0,8.0,小雨~阴,北风 3级,False,True,True,False,False,False,False,True,False,True,2024.0,3.0,2.0
2024-03-03,中山,15.0,14.0,阴,东风 2级,False,True,False,False,False,True,False,False,False,True,2024.0,3.0,3.0
2024-03-04,中山,23.0,19.0,阴~多云,东南风 4级,False,True,False,True,False,True,False,False,True,True,2024.0,3.0,4.0
2024-03-05,中山,27.0,18.0,阴~阵雨,南风 4级,False,True,True,False,False,False,False,False,True,True,2024.0,3.0,5.0
2024-03-06,中山,22.0,14.0,雾~阵雨,北风 3级,False,False,True,False,False,False,False,True,False,True,2024.0,3.0,6.0
2024-03-07,中山,18.0,14.0,阴,东北风 3级,False,True,False,False,False,True,False,True,False,True,2024.0,3.0,7.0
2024-03-08,中山,21.0,14.0,阴~多云,东北风 2级,False,True,False,True,False,True,False,True,False,True,2024.0,3.0,8.0
2024-03-09,中山,14.0,13.0,阴~小雨,东风 2级,False,True,True,False,False,True,False,False,False,True,2024.0,3.0,9.0
2024-03-10,中山,15.0,13.0,阵雨,东北风 2级,False,False,True,False,False,True,False,True,False,True,2024.0,3.0,10.0
2024-03-11,中山,17.0,13.0,大雨~多云,西北风 2级,False,False,True,True,False,False,True,True,False,True,2024.0,3.0,11.0
2024-03-12,中山,24.0,13.0,阴~多云,东风 2级,False,True,False,True,False,True,False,False,False,True,2024.0,3.0,12.0
2024-03-13,中山,23.0,17.0,阴~多云,东南风 3级,False,True,False,True,False,True,False,False,True,True,2024.0,3.0,13.0
2024-03-14,中山,23.0,18.0,阴,东南风 3级,False,True,False,False,False,True,False,False,True,True,2024.0,3.0,14.0
2024-03-15,中山,22.0,19.0,阴~多云,东南风 2级,False,True,False,True,False,True,False,False,True,True,2024.0,3.0,15.0
2024-03-16,中山,23.0,20.0,阴,东南风 2级,False,True,False,False,False,True,False,False,True,True,2024.0,3.0,16.0
2024-03-17,中山,27.0,20.0,阴,东南风 2级,False,True,False,False,False,True,False,False,True,True,2024.0,3.0,17.0
2024-03-18,中山,26.0,16.0,雾~阵雨,东南风 3级,False,False,True,False,False,True,False,False,True,True,2024.0,3.0,18.0
2024-03-19,中山,21.0,13.0,阴~多云,北风 3级,False,True,False,True,False,False,False,True,False,True,2024.0,3.0,19.0
2024-03-20,中山,24.0,16.0,多云,东北风 3级,False,False,False,True,False,True,False,True,False,True,2024.0,3.0,20.0
2024-03-21,中山,25.0,19.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2024.0,3.0,21.0
2024-03-22,中山,26.0,20.0,阴,东南风 4级,False,True,False,False,False,True,False,False,True,True,2024.0,3.0,22.0
2024-03-23,中山,28.0,22.0,阴~多云,南风 4级,False,True,False,True,False,False,False,False,True,True,2024.0,3.0,23.0
2024-03-24,中山,30.0,22.0,阴,东南风 3级,False,True,False,False,False,True,False,False,True,True,2024.0,3.0,24.0
2024-03-25,中山,30.0,21.0,阴~小雨,南风 3级,False,True,True,False,False,False,False,False,True,True,2024.0,3.0,25.0
2024-03-26,中山,29.0,22.0,雾~多云,东北风 1级,False,False,False,True,False,True,False,True,False,True,2024.0,3.0,26.0
2024-03-27,中山,26.0,21.0,阴~多云,东南风 3级,False,True,False,True,False,True,False,False,True,True,2024.0,3.0,27.0
2024-03-28,中山,28.0,22.0,阴~多云,南风 1级,False,True,False,True,False,False,False,False,True,True,2024.0,3.0,28.0
2024-03-29,中山,29.0,22.0,雾~阴,东南风 2级,False,True,False,False,False,True,False,False,True,True,2024.0,3.0,29.0
2024-03-30,中山,30.0,24.0,阴~阵雨,南风 3级,False,True,True,False,False,False,False,False,True,True,2024.0,3.0,30.0
2024-03-31,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-01,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-02,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-03,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-04,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-05,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-06,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-07,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-08,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-09,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-10,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-11,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-12,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-13,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-14,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-15,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-16,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-17,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-18,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-19,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-20,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-21,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-22,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-23,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-24,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-25,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-26,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-27,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-28,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-29,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-04-30,中山,31.0,25.0,阴,西南风 4级,False,True,False,False,False,False,True,False,True,True,2024.0,3.0,31.0
2024-05-01,中山,23.0,21.0,中雨~阵雨,东北风 1级,False,False,True,False,False,True,False,True,False,True,2024.0,5.0,1.0
2024-05-02,中山,22.0,21.0,阴~阵雨,东北风 2级,False,True,True,False,False,True,False,True,False,True,2024.0,5.0,2.0
2024-05-03,中山,24.0,23.0,小雨~中雨,东南风 4级,False,False,True,False,False,True,False,False,True,True,2024.0,5.0,3.0
2024-05-04,中山,23.0,21.0,暴雨,东南风 4级,False,False,True,False,False,True,False,False,True,True,2024.0,5.0,4.0
2024-05-05,中山,26.0,21.0,阴~多云,西南风 2级,False,True,False,True,False,False,True,False,True,True,2024.0,5.0,5.0
2024-05-06,中山,32.0,23.0,阴~多云,南风 1级,False,True,False,True,False,False,False,False,True,True,2024.0,5.0,6.0
2024-05-07,中山,32.0,23.0,阴~阵雨,东南风 1级,False,True,True,False,False,True,False,False,True,True,2024.0,5.0,7.0
2024-05-08,中山,28.0,22.0,小雨~多云,东风 2级,False,False,True,True,False,True,False,False,False,True,2024.0,5.0,8.0
2024-05-09,中山,29.0,22.0,阴~多云,东南风 3级,False,True,False,True,False,True,False,False,True,True,2024.0,5.0,9.0
2024-05-10,中山,28.0,24.0,阴~雷阵雨,东南风 3级,False,True,True,False,False,True,False,False,True,True,2024.0,5.0,10.0
2024-05-11,中山,30.0,24.0,阴~阵雨,东南风 3级,False,True,True,False,False,True,False,False,True,True,2024.0,5.0,11.0
2024-05-12,中山,32.0,23.0,小雨~多云,西南风 1级,False,False,True,True,False,False,True,False,True,True,2024.0,5.0,12.0
2024-05-13,中山,29.0,21.0,多云,北风 2级,False,False,False,True,False,False,False,True,False,True,2024.0,5.0,13.0
2024-05-14,中山,30.0,21.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,5.0,14.0
2024-05-15,中山,31.0,20.0,多云~晴,东南风 2级,True,False,False,True,False,True,False,False,True,True,2024.0,5.0,15.0
2024-05-16,中山,30.0,24.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2024.0,5.0,16.0
2024-05-17,中山,28.0,22.0,多云~阵雨,东南风 2级,False,False,True,True,False,True,False,False,True,True,2024.0,5.0,17.0
2024-05-18,中山,28.0,22.0,阴~阵雨,东南风 3级,False,True,True,False,False,True,False,False,True,True,2024.0,5.0,18.0
2024-05-19,中山,25.0,23.0,中雨~暴雨,东风 3级,False,False,True,False,False,True,False,False,False,True,2024.0,5.0,19.0
2024-05-20,中山,24.0,23.0,小雨~阵雨,东北风 2级,False,False,True,False,False,True,False,True,False,True,2024.0,5.0,20.0
2024-05-21,中山,24.0,23.0,小雨~阴,东北风 2级,False,True,True,False,False,True,False,True,False,True,2024.0,5.0,21.0
2024-05-22,中山,29.0,23.0,雾~阵雨,北风 2级,False,False,True,False,False,False,False,True,False,True,2024.0,5.0,22.0
2024-05-23,中山,28.0,24.0,中雨~大雨,南风 3级,False,False,True,False,False,False,False,False,True,True,2024.0,5.0,23.0
2024-05-24,中山,26.0,24.0,中雨~多云,东南风 2级,False,False,True,True,False,True,False,False,True,True,2024.0,5.0,24.0
2024-05-25,中山,29.0,23.0,雾~多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2024.0,5.0,25.0
2024-05-26,中山,29.0,25.0,阴~阵雨,西南风 2级,False,True,True,False,False,False,True,False,True,True,2024.0,5.0,26.0
2024-05-27,中山,31.0,24.0,阴~暴雨,西南风 3级,False,True,True,False,False,False,True,False,True,True,2024.0,5.0,27.0
2024-05-28,中山,30.0,24.0,雾~雷阵雨,东风 2级,False,False,True,False,False,True,False,False,False,True,2024.0,5.0,28.0
2024-05-29,中山,29.0,24.0,阴~多云,东南风 3级,False,True,False,True,False,True,False,False,True,True,2024.0,5.0,29.0
2024-05-30,中山,28.0,25.0,小雨~中雨,东风 2级,False,False,True,False,False,True,False,False,False,True,2024.0,5.0,30.0
2024-05-31,中山,29.0,24.0,小雨~暴雨,东南风 4级,False,False,True,False,False,True,False,False,True,True,2024.0,5.0,31.0
2024-06-01,中山,27.0,24.0,大雨~阵雨,南风 4级,False,False,True,False,False,False,False,False,True,True,2024.0,6.0,1.0
2024-06-02,中山,32.0,24.0,多云~阵雨,西风 2级,False,False,True,True,False,False,True,False,False,True,2024.0,6.0,2.0
2024-06-03,中山,27.0,24.0,大暴雨~大雨,东南风 4级,False,False,True,False,False,True,False,False,True,True,2024.0,6.0,3.0
2024-06-04,中山,25.0,22.0,中雨,东南风 3级,False,False,True,False,False,True,False,False,True,True,2024.0,6.0,4.0
2024-06-05,中山,26.0,24.0,大雨~中雨,东南风 2级,False,False,True,False,False,True,False,False,True,True,2024.0,6.0,5.0
2024-06-06,中山,26.0,24.0,雾~阵雨,北风 2级,False,False,True,False,False,False,False,True,False,True,2024.0,6.0,6.0
2024-06-07,中山,25.0,24.0,大雨~多云,东北风 2级,False,False,True,True,False,True,False,True,False,True,2024.0,6.0,7.0
2024-06-08,中山,27.0,24.0,中雨~大雨,东南风 3级,False,False,True,False,False,True,False,False,True,True,2024.0,6.0,8.0
2024-06-09,中山,28.0,25.0,中雨~阴,南风 3级,False,True,True,False,False,False,False,False,True,True,2024.0,6.0,9.0
2024-06-10,中山,31.0,25.0,小雨~中雨,南风 3级,False,False,True,False,False,False,False,False,True,True,2024.0,6.0,10.0
2024-06-11,中山,31.0,26.0,小雨~多云,西南风 3级,False,False,True,True,False,False,True,False,True,True,2024.0,6.0,11.0
2024-06-12,中山,32.0,27.0,阴~阵雨,西南风 3级,False,True,True,False,False,False,True,False,True,True,2024.0,6.0,12.0
2024-06-13,中山,34.0,27.0,阴~阵雨,西南风 3级,False,True,True,False,False,False,True,False,True,True,2024.0,6.0,13.0
2024-06-14,中山,29.0,26.0,小雨~中雨,西南风 4级,False,False,True,False,False,False,True,False,True,True,2024.0,6.0,14.0
2024-06-15,中山,30.0,25.0,小雨~大雨,西南风 4级,False,False,True,False,False,False,True,False,True,True,2024.0,6.0,15.0
2024-06-16,中山,30.0,26.0,中雨~多云,西南风 4级,False,False,True,True,False,False,True,False,True,True,2024.0,6.0,16.0
2024-06-17,中山,31.0,27.0,小雨~雷阵雨,南风 3级,False,False,True,False,False,False,False,False,True,True,2024.0,6.0,17.0
2024-06-18,中山,32.0,27.0,阴~多云,南风 3级,False,True,False,True,False,False,False,False,True,True,2024.0,6.0,18.0
2024-06-19,中山,33.0,27.0,小雨~多云,南风 3级,False,False,True,True,False,False,False,False,True,True,2024.0,6.0,19.0
2024-06-20,中山,33.0,28.0,多云,南风 3级,False,False,False,True,False,False,False,False,True,True,2024.0,6.0,20.0
2024-06-21,中山,34.0,27.0,阴~多云,南风 3级,False,True,False,True,False,False,False,False,True,True,2024.0,6.0,21.0
2024-06-22,中山,33.0,27.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2024.0,6.0,22.0
2024-06-23,中山,33.0,27.0,多云~雷阵雨,东南风 3级,False,False,True,True,False,True,False,False,True,True,2024.0,6.0,23.0
2024-06-24,中山,32.0,26.0,中雨~阵雨,东南风 3级,False,False,True,False,False,True,False,False,True,True,2024.0,6.0,24.0
2024-06-25,中山,31.0,26.0,中雨~阵雨,南风 3级,False,False,True,False,False,False,False,False,True,True,2024.0,6.0,25.0
2024-06-26,中山,33.0,26.0,阴~多云,东南风 3级,False,True,False,True,False,True,False,False,True,True,2024.0,6.0,26.0
2024-06-27,中山,33.0,26.0,阴~多云,东南风 3级,False,True,False,True,False,True,False,False,True,True,2024.0,6.0,27.0
2024-06-28,中山,33.0,26.0,阴~多云,南风 3级,False,True,False,True,False,False,False,False,True,True,2024.0,6.0,28.0
2024-06-29,中山,31.0,27.0,阴~雷阵雨,西南风 3级,False,True,True,False,False,False,True,False,True,True,2024.0,6.0,29.0
2024-06-30,中山,32.0,27.0,小雨~阵雨,西南风 4级,False,False,True,False,False,False,True,False,True,True,2024.0,6.0,30.0
2024-07-01,中山,32.0,28.0,阴~多云,西南风 4级,False,True,False,True,False,False,True,False,True,True,2024.0,7.0,1.0
2024-07-02,中山,32.0,28.0,小雨~阵雨,西南风 4级,False,False,True,False,False,False,True,False,True,True,2024.0,7.0,2.0
2024-07-03,中山,33.0,27.0,小雨~晴,东南风 3级,True,False,True,False,False,True,False,False,True,True,2024.0,7.0,3.0
2024-07-04,中山,31.0,27.0,中雨~多云,东南风 3级,False,False,True,True,False,True,False,False,True,True,2024.0,7.0,4.0
2024-07-05,中山,34.0,26.0,阴~晴,东南风 3级,True,True,False,False,False,True,False,False,True,True,2024.0,7.0,5.0
2024-07-06,中山,34.0,27.0,小雨~多云,东南风 3级,False,False,True,True,False,True,False,False,True,True,2024.0,7.0,6.0
2024-07-07,中山,32.0,27.0,小雨~雷阵雨,东南风 3级,False,False,True,False,False,True,False,False,True,True,2024.0,7.0,7.0
2024-07-08,中山,34.0,26.0,小雨~多云,南风 3级,False,False,True,True,False,False,False,False,True,True,2024.0,7.0,8.0
2024-07-09,中山,34.0,26.0,阴~多云,南风 3级,False,True,False,True,False,False,False,False,True,True,2024.0,7.0,9.0
2024-07-10,中山,34.0,26.0,阴~多云,南风 3级,False,True,False,True,False,False,False,False,True,True,2024.0,7.0,10.0
2024-07-11,中山,33.0,27.0,小雨~多云,南风 3级,False,False,True,True,False,False,False,False,True,True,2024.0,7.0,11.0
2024-07-12,中山,32.0,27.0,雾~阵雨,南风 3级,False,False,True,False,False,False,False,False,True,True,2024.0,7.0,12.0
2024-07-13,中山,34.0,27.0,阴~阵雨,东南风 3级,False,True,True,False,False,True,False,False,True,True,2024.0,7.0,13.0
2024-07-14,中山,34.0,27.0,阴~多云,东南风 3级,False,True,False,True,False,True,False,False,True,True,2024.0,7.0,14.0
2024-07-15,中山,34.0,27.0,阴~阵雨,东南风 3级,False,True,True,False,False,True,False,False,True,True,2024.0,7.0,15.0
2024-07-16,中山,33.0,26.0,阴~阵雨,东南风 3级,False,True,True,False,False,True,False,False,True,True,2024.0,7.0,16.0
2024-07-17,中山,33.0,26.0,中雨~阵雨,东南风 4级,False,False,True,False,False,True,False,False,True,True,2024.0,7.0,17.0
2024-07-18,中山,32.0,27.0,中雨~阵雨,东南风 3级,False,False,True,False,False,True,False,False,True,True,2024.0,7.0,18.0
2024-07-19,中山,32.0,26.0,阴~多云,东南风 3级,False,True,False,True,False,True,False,False,True,True,2024.0,7.0,19.0
2024-07-20,中山,34.0,27.0,小雨~雷阵雨,东南风 3级,False,False,True,False,False,True,False,False,True,True,2024.0,7.0,20.0
2024-07-21,中山,33.0,26.0,阴~中雨,东南风 3级,False,True,True,False,False,True,False,False,True,True,2024.0,7.0,21.0
2024-07-22,中山,31.0,26.0,中雨~多云,东南风 3级,False,False,True,True,False,True,False,False,True,True,2024.0,7.0,22.0
2024-07-23,中山,34.0,27.0,多云~晴,南风 2级,True,False,False,True,False,False,False,False,True,True,2024.0,7.0,23.0
2024-07-24,中山,34.0,27.0,阴~多云,西风 1级,False,True,False,True,False,False,True,False,False,True,2024.0,7.0,24.0
2024-07-25,中山,35.0,27.0,多云,西风 3级,False,False,False,True,False,False,True,False,False,True,2024.0,7.0,25.0
2024-07-26,中山,33.0,28.0,阴~阵雨,西南风 3级,False,True,True,False,False,False,True,False,True,True,2024.0,7.0,26.0
2024-07-27,中山,28.0,26.0,小雨~中雨,南风 2级,False,False,True,False,False,False,False,False,True,True,2024.0,7.0,27.0
2024-07-28,中山,28.0,25.0,大雨~暴雨,东南风 2级,False,False,True,False,False,True,False,False,True,True,2024.0,7.0,28.0
2024-07-29,中山,30.0,24.0,小雨~中雨,东南风 3级,False,False,True,False,False,True,False,False,True,True,2024.0,7.0,29.0
2024-07-30,中山,30.0,26.0,小雨~中雨,东南风 3级,False,False,True,False,False,True,False,False,True,True,2024.0,7.0,30.0
2024-07-31,中山,29.0,27.0,小雨~阵雨,南风 3级,False,False,True,False,False,False,False,False,True,True,2024.0,7.0,31.0
2024-08-01,中山,32.0,27.0,阴~多云,南风 3级,False,True,False,True,False,False,False,False,True,True,2024.0,8.0,1.0
2024-08-02,中山,33.0,27.0,阴~晴,西南风 3级,True,True,False,False,False,False,True,False,True,True,2024.0,8.0,2.0
2024-08-03,中山,34.0,26.0,阴~晴,西南风 3级,True,True,False,False,False,False,True,False,True,True,2024.0,8.0,3.0
2024-08-04,中山,35.0,28.0,晴~多云,西南风 1级,True,False,False,True,False,False,True,False,True,True,2024.0,8.0,4.0
2024-08-05,中山,36.0,28.0,阴~晴,西南风 2级,True,True,False,False,False,False,True,False,True,True,2024.0,8.0,5.0
2024-08-06,中山,36.0,28.0,暴雨~晴,南风 1级,True,False,True,False,False,False,False,False,True,True,2024.0,8.0,6.0
2024-08-07,中山,34.0,28.0,小雨~晴,西南风 1级,True,False,True,False,False,False,True,False,True,True,2024.0,8.0,7.0
2024-08-08,中山,35.0,26.0,多云~晴,西南风 3级,True,False,False,True,False,False,True,False,True,True,2024.0,8.0,8.0
2024-08-09,中山,35.0,27.0,多云,西南风 3级,False,False,False,True,False,False,True,False,True,True,2024.0,8.0,9.0
2024-08-10,中山,33.0,26.0,小雨~多云,西南风 3级,False,False,True,True,False,False,True,False,True,True,2024.0,8.0,10.0
2024-08-11,中山,34.0,26.0,阴,西南风 2级,False,True,False,False,False,False,True,False,True,True,2024.0,8.0,11.0
2024-08-12,中山,32.0,26.0,小雨~大雨,东南风 2级,False,False,True,False,False,True,False,False,True,True,2024.0,8.0,12.0
2024-08-13,中山,33.0,26.0,小雨~阴,西南风 1级,False,True,True,False,False,False,True,False,True,True,2024.0,8.0,13.0
2024-08-14,中山,31.0,26.0,大雨~中雨,南风 2级,False,False,True,False,False,False,False,False,True,True,2024.0,8.0,14.0
2024-08-15,中山,28.0,25.0,大雨,西南风 2级,False,False,True,False,False,False,True,False,True,True,2024.0,8.0,15.0
2024-08-16,中山,30.0,25.0,中雨~大雨,南风 3级,False,False,True,False,False,False,False,False,True,True,2024.0,8.0,16.0
2024-08-17,中山,30.0,24.0,阴~阵雨,东南风 2级,False,True,True,False,False,True,False,False,True,True,2024.0,8.0,17.0
2024-08-18,中山,31.0,26.0,阴~阵雨,西南风 2级,False,True,True,False,False,False,True,False,True,True,2024.0,8.0,18.0
2024-08-19,中山,30.0,25.0,中雨~大雨,西南风 3级,False,False,True,False,False,False,True,False,True,True,2024.0,8.0,19.0
2024-08-20,中山,30.0,26.0,阴~阵雨,西南风 3级,False,True,True,False,False,False,True,False,True,True,2024.0,8.0,20.0
2024-08-21,中山,27.0,25.0,暴雨~阵雨,南风 2级,False,False,True,False,False,False,False,False,True,True,2024.0,8.0,21.0
2024-08-22,中山,31.0,26.0,小雨~多云,西南风 2级,False,False,True,True,False,False,True,False,True,True,2024.0,8.0,22.0
2024-08-23,中山,33.0,27.0,阴~多云,西南风 1级,False,True,False,True,False,False,True,False,True,True,2024.0,8.0,23.0
2024-08-24,中山,34.0,27.0,多云,南风 1级,False,False,False,True,False,False,False,False,True,True,2024.0,8.0,24.0
2024-08-25,中山,34.0,25.0,多云,西南风 1级,False,False,False,True,False,False,True,False,True,True,2024.0,8.0,25.0
2024-08-26,中山,34.0,27.0,阴~多云,西南风 2级,False,True,False,True,False,False,True,False,True,True,2024.0,8.0,26.0
